label,review,split
1,best company ever worked,train
0,worklife balance little pay long hour,train
1,many chief enough brave,train
1,specialist,train
1,warehouse experience,train
1,great benefit,train
0,finance operation,train
1,manager,train
0,lost decadegreat learn run company subsidiary,train
1,wow,train
1,good company work,train
0,bad training,train
1,make impact long way go,train
0,probably became worse engineer better manager much better bureaucrat,train
0,worklife balance,train
1,good company work,train
0,felt like prison hell,train
0,outbound,train
1,nice,train
1,sdet intern,train
0,toxic workplace,train
0,home advisor remote based,train
0,tpm,train
0,horrible,train
0,tell climb ladder put cap first step,train
0,software engineer,train
0,brutal,train
1,great company,train
1,title,train
1,great place hacker,train
1,big slow,train
0,wonät retain talent,train
1,great culture great perk intellectually stimulating work,train
1,awesome,train
0,sr marketing manager,train
0,everyone met unhappy,train
1,difficult stay company matter hard work,train
1,amazing company work data scientist,train
1,software engineer intern,train
0,toxic environment,train
1,sometimes exciting often frustrating usually interesting,train
1,fun short term although limited progression repetitive,train
0,good pay check,train
0,unappreciated overworked,train
1,program manager,train
1,good review,train
1,program manager,train
1,genius,train
0,really apple,train
1,tom team,train
0,hectic,train
1,strategic account manager,train
0,bitter sweet,train
1,area manager,train
1,amazon hyderabad,train
1,onsite medical representative,train
1,great company,train
1,hr,train
1,team lead,train
0,terrible worklife balance,train
1,excellent,train
1,decent job money,train
0,amazon fc review,train
1,amazing place work everyone overqualified position,train
1,csc,train
1,good safe work place,train
0,incompetent manager po make working worth effort,train
1,mobile genius,train
1,amazing work amazon,train
0,moving slow,train
1,happy,train
1,team manager,train
0,mobile cpu ic hardware design,train
0,started great unless learn play politics game bump ceiling pretty quickly,train
1,communication,train
1,fast paced challenging growth benefit amazing,train
1,amazing,train
0,salary review,train
0,fulfillment center,train
1,program manager,train
0,guess could worse,train
0,find employment elsewhere simply work seasonal work,train
0,churn burn,train
0,fired still training asking hour personal time,train
0,quite hope,train
1,project manager,train
1,hrbp,train
0,great opportunity like stuck phone,train
0,good first,train
1,great job caveat,train
0,review,train
1,fc associate,train
0,aha,train
1,sale,train
1,best job retail period,train
0,great company ethos shared site,train
1,amazon place jumpstart career,train
0,bunch child try professional,train
1,fulltime warehouse associate,train
1,fullfillment associate,train
0,sale associate,train
1,good,train
0,meat grinder respect worklife balance,train
0,apple,train
1,overall good management variable,train
0,lead vendor success program,train
0,fulfillment,train
1,smb sale lead america,train
0,stop madness,train
1,gsx project,train
1,google fixed term residency program,train
0,warehouse associate,train
0,bad however career progression ever,train
0,get know team manager joining team,train
0,seasonal virtual customer service associate,train
0,trm,train
0,operation,train
1,good company,train
1,enjoyable time seems unbearable,train
1,work hard make history,train
0,poor salary working condition,train
1,great working environment,train
1,program manager,train
0,account strategist,train
1,one word awesome,train
1,great place work though lot polotics,train
0,sortation associate,train
1,ton dog,train
0,software engineer ii,train
0,hype disorganized,train
1,bait switch,train
0,tiring job pay receive low compared amount work manager alw,train
1,pleasant enough overly bureaucratic,train
1,awesome company,train
1,warehouse,train
0,fine desperate,train
1,used biggest startup world software quality 1990s microsoft,train
0,different m good place start good place stay,train
0,paid poorly 2 raise highest rated work,train
0,number,train
1,principal engineering manager,train
1,sr program manager,train
1,great people great company,train
0,buyer beware,train
0,leadership make difference,train
1,google work,train
0,unfit company,train
0,sde2,train
0,amazon suck,train
1,na,train
1,awesome place work,train
1,general statement tech industry,train
1,software developer,train
1,2016 update,train
1,senior program manager,train
1,microsoft office,train
1,google work place value,train
1,prime shopper,train
1,director,train
1,great learning experience,train
0,interesting work many sacred cow,train
1,horrible could better,train
1,software engineer,train
0,contract data analyst,train
1,engineering review,train
0,risk investigation,train
0,sweatshop,train
1,performance review system eventually bite,train
1,learning best field,train
0,lack organisation incapable managersteam lead,train
1,contract management program manager,train
1,improving,train
0,thank,train
1,customer service associate,train
0,amazon,train
0,horrible job management worst,train
0,run sociopath,train
1,good company work,train
1,pr assistant internship,train
1,awesome company,train
1,love fast pace continuous change constant customer focus,train
0,long working hour,train
0,network deployment engineer,train
1,principal software engineer,train
1,software engineer,train
1,great learning experience career oportunity,train
1,awesome culture,train
1,associate,train
0,hour,train
1,seller support associate,train
0,experience depend manager leadership,train
1,technical program manager,train
0,technology solution professional,train
1,great place work,train
0,product management,train
1,bad,train
0,worked specialist hong kong apple store 35 year,train
0,valuable experience cost,train
0,big apple,train
0,way different n america,train
1,mission driven impact day one,train
1,account technology strategist,train
0,bureaucracy dna,train
0,done really well actively seeking exit strategy,train
0,work college,train
0,worth time,train
0,good place work,train
1,overall good,train
1,great parttime job,train
1,fast paced lot old stuff,train
1,technical specialist,train
1,product specialist,train
1,long time retail employee,train
1,software engineer,train
0,stay two year max get,train
0,inventory control,train
0,glitter gold,train
1,whirlwind start great prospect learn politics scorecard system,train
1,usual,train
0,political infighting insularity,train
0,never,train
0,worst worst,train
1,microsoft well,train
0,pocket incompetence,train
0,amazon warehouse,train
0,love contract employee,train
0,word hard play hard,train
0,worst job ever,train
0,io senior advisor,train
0,horrible,train
0,nightmare called amazon web service,train
1,sale,train
1,athomeadvisor,train
0,hard slog start wrong group big trouble,train
0,potential,train
0,tam,train
1,great company,train
0,sale microsoft,train
1,ambassador,train
0,nice store,train
1,good environment physically demanding,train
1,believe job challenging time,train
1,like living inside mba case study,train
1,driven,train
0,go unless desperate,train
1,amazing place filled brilliant jerk,train
1,dynamic competitive company,train
0,dont,train
0,former employee amazon hyderabad,train
1,great perk fun people atmosphere,train
0,sys validation tl,train
0,worst experience life,train
0,pure misery much worse associate law firm,train
1,rushed training terrible glitch log system,train
1,production,train
0,great working environment,train
1,good place gain professional experience,train
1,pretty good,train
1,love benefit environment,train
1,great place start career mba,train
1,home advisor,train
1,good company,train
0,learning development manager,train
0,exciting challenging great place build career,train
0,yes apple app review,train
0,quantity quality,train
1,amazing,train
1,microsoft great company work lot excellent engineer,train
0,horrible leader team,train
1,crazy place value personal life think bought well paid salary,train
1,fantastic,train
0,working made love sweating ups,train
1,specialist,train
1,fc associate,train
1,great place grow challenged,train
1,analytics medium manager,train
0,apple overview,train
0,software developer intern,train
0,cult,train
1,sde,train
0,flash substance,train
0,want learn new skill please think 100 time take job microsoft,train
1,politically charged environment,train
1,data scientist ii,train
1,work hard fun make history,train
0,pathway operation manager,train
0,moving product focus expense technical expertise,train
0,fulfillment associate,train
1,good company bad management,train
1,unlimited resource change world want cog,train
0,employee friendly environment,train
0,come amazon,train
1,overall great place work,train
1,senior technical product manager,train
1,ok job,train
0,devs amazing leadership,train
1,warehouse associate,train
0,good company expect worst manager,train
0,forklift pick truck warehouse worker,train
0,seasonal associate,train
0,control system specialist,train
0,like vector cutco,train
0,account manager,train
1,nice place work,train
0,depends group,train
0,go data center networking,train
0,amazon,train
0,pay good manager insecure,train
1,lot silo smart people,train
0,subsidiary company,train
0,picker,train
0,sweatshop personal career growth,train
0,worst time life,train
1,great place work,train
0,control system specialist,train
1,great company,train
0,area manager,train
0,crazy time table expectation,train
0,exercise caution,train
1,good experience overall,train
0,hiring process worst,train
1,transship lead,train
1,part timeseasonal,train
1,microsoft,train
0,msft,train
0,microsoft global service private ltd pitfall,train
0,customer service,train
0,senior subject matter expert,train
1,microsoft student partner program,train
0,oh boy,train
1,world oyster,train
0,tell getting paid workout justify job,train
1,aws professional service cloud infrastructure architect,train
1,best place work,train
0,good company bad middle management,train
0,depending one project work place amazing difficult,train
0,field sale apple,train
0,amazon,train
1,worked part time 3 year,train
0,senior manager,train
1,great learning experience aside fun job get interact lot different people,train
1,tpm,train
1,ok short term work,train
1,good work slow progress,train
1,risk investigation,train
0,physically demanding,train
0,fulfillment,train
0,lame,train
1,amazing work place,train
1,depends priority,train
0,best worst currently,train
0,health safety manager,train
1,alright,train
0,db caution,train
0,great company lost way,train
0,warehouse associate,train
1,great effort support underrepresented group thrive company,train
0,awful management,train
0,good place talent,train
1,loved working,train
1,top employer filled brim even greater people,train
1,good,train
1,good learn,train
0,modern day slavery,train
0,customer service associate,train
0,mixed bag,train
0,awful management,train
1,good employer,train
0,great declining,train
1,sr sdet,train
0,would recommend working,train
0,much say,train
1,nice place work,train
0,desire keep best best old new cheaper employee,train
0,first real job like way company treat worker number,train
1,amazon part time job,train
1,enjoyable work,train
0,inbound stower,train
0,sexism work old code boring work,train
1,specialist,train
1,fun place develop software,train
1,great benefit awful management,train
0,good,train
1,great place work,train
1,great perk people career mobility,train
0,extremely fulfilling life changing experience plenty cost,train
1,technical support,train
1,great place work,train
1,awesome place,train
1,premier field engineering manager,train
0,great pay awful work life,train
0,hired work,train
0,good opportunity mostly use,train
0,risk investigator,train
1,good bad ugly,train
1,great place work impact world,train
0,sale associate,train
1,picker,train
1,engagement manager,train
1,good,train
1,fun working environment,train
1,applecare advisor,train
1,tech support analyst,train
0,place cracked,train
1,best place work,train
0,overpaid undervalued,train
0,pm,train
1,amazoncom,train
1,rollercoaster ride company starting grow act like mature corporation,train
1,5 year,train
1,finance assoiciate,train
1,big apple,train
1,full time job,train
0,warehouse associate,train
0,politics necessary get ahead,train
1,red zone specialist,train
0,fooled name,train
1,retail retail,train
0,terrible experience,train
0,seasonal associate review,train
0,life jungle,train
1,executive assistant,train
0,ok company work,train
0,packer,train
0,associate,train
0,waste,train
0,horrible would recommend someone desperately lookin job,train
0,enterprise strategy nonexistent,train
0,antiproductive culture busy work result,train
0,great outside bad inside,train
0,warehouse associate,train
0,worth time worst management hr,train
0,age discrimination everywhere,train
0,decent,train
1,risk investigator,train
1,beware amazon tell lie future employer,train
1,good company intelligent peer nearly unlimited ambitious interesting project move,train
0,twisted culture bright awkward colleague,train
1,microsoft qa,train
1,senior software engineer,train
0,sweatshop america,train
1,awesome place work,train
0,long time short pay,train
1,inside sale,train
0,great place senior level woman employee,train
0,fulfilment associate,train
1,best company ever worked,train
0,warehouse associate,train
0,career planning m,train
1,bigger company get quality management drop,train
0,rough three year prior military leader,train
1,still day one agiles grounternehmen mit toller unternehmenskultur,train
0,amazon,train
0,company imploding,train
0,almost five year,train
1,microsoft,train
0,senior leader make thing get rid like,train
1,open connected diverse,train
1,stressful well paid,train
1,communication,train
0,prime place work,train
0,customer relation,train
1,depends,train
0,amazoncom,train
0,amazon,train
1,politics,train
1,fun place work,train
1,good place like big company,train
1,good company,train
0,hired abroad brought redmond clock ticking get expensive,train
0,monotonous dull easy,train
1,good job retail,train
0,wwdr io app review avoid,train
1,learn,train
1,enriching life,train
0,ja aber,train
0,want know truth 100,train
0,worse company ever worked,train
1,incredible workplace,train
1,senior product manager,train
0,sale representative,train
0,good unless contractor,train
0,job ruin life,train
1,good experience,train
1,great learning salary yet good employee satisfaction,train
1,pm,train
1,overall great place work,train
1,inclusive culture,train
0,frustrating lack support prepared thrown wolf,train
1,life amazon,train
1,best company work far,train
1,amazon,train
0,expected,train
0,chance improvement,train
0,loved compnay people,train
0,company try challenged due size complexity,train
0,management unorganized,train
1,awesome company,train
0,great paybenefits,train
0,great stepping ston,train
1,place work,train
1,solid caring company work,train
1,lot perk lot work,train
0,good wage however favourtism blatant good achievement often rewarded,train
0,warehouse associate,train
0,need get,train
0,smx hired picker,train
1,amazon sorting,train
0,challenging,train
0,decide whether work experience,train
1,regional sale director,train
0,overworked underpaid,train
0,4 year shock awe,train
1,softwear developer,train
0,amazon put employee last,train
1,mixed bag,train
0,ok,train
0,obsessed growth time people,train
1,product design engineer intern,train
1,always challenging exciting place software developer,train
1,like work hard work many hour get recognition like overtime benefit,train
0,great learn,train
1,program manager,train
1,big company good starting point,train
0,good unstable,train
1,nice work culture,train
0,amazon,train
1,compliance analyste,train
0,punish loyal employee,train
0,disappointed,train
0,customercentric company care employee,train
1,great first experience bad midstage career move,train
1,great work perk,train
1,15 min wage legit amazon,train
0,applecare athome advisor,train
1,love working amazon,train
0,setup fail,train
0,worst place earth,train
1,tremendously progressive company still lot momentum left,train
1,electrical engineering microsoft,train
0,line worker,train
0,burnout central,train
0,continuously raising bar,train
0,worth,train
1,easy come easy go,train
1,none,train
0,working amazon,train
0,keep looking,train
0,great inexperienced,train
1,amazon,train
1,want progress need redmond,train
1,great vision terrific team poor middle management execution,train
1,progress friend management,train
1,business specialist,train
1,software development engineer,train
1,campaign manager,train
0,sr financial analyst,train
0,decent job,train
0,great technology inward looking,train
0,work hard fun,train
1,google great paris office bit le,train
1,microsoft teal program,train
1,great place work,train
1,looking l3 position,train
1,great place,train
0,good,train
0,ok standard american megacorp,train
0,horrible experience,train
1,family room specialist,train
1,marketing communication,train
0,politics delivery,train
1,teradata dba,train
0,engineer,train
0,abusive,train
1,everyone,train
1,enjoyable continuous learning,train
1,best big company work,train
1,software engineer,train
0,company undergoing massive reorganization,train
0,everyone,train
1,great place,train
0,good place grow,train
0,picker,train
0,good sound,train
1,catalogue speacialist,train
1,good company work,train
0,warehouse fullfilment associate,train
1,family room specialist,train
1,nice experience,train
1,innovative company,train
1,working hard fun making history 2 year first one lot,train
1,satisfied,train
0,average,train
0,great spot make quick buck,train
1,great job,train
1,director audience marketing,train
0,need vast improvement upper management,train
0,enlightening,train
1,awesome,train
0,amazon life,train
0,underpaid,train
1,best retail job,train
0,great customer much employee,train
1,great company team dependent,train
1,genuinely great company,train
1,process assistant,train
0,pressured monotony,train
0,false promise leadership lack integrity,train
0,culture slipping found bottom yet,train
0,number,train
0,disappointed seems awesome first wear 3rd year realize company truly operates,train
1,great company,train
1,consultant,train
1,genius bar,train
1,bliss,train
1,test,train
0,amazon,train
1,best,train
0,gtsc,train
1,ok,train
0,monolithic,train
1,coolest place work,train
0,customer obsession expense employee,train
0,underpaid underappreciated,train
1,nice,train
1,warehouse associate,train
1,valuable experience,train
0,noxious company culture,train
0,microsoft review,train
0,spent life microsoft,train
1,former employee,train
0,support engineer,train
0,focused hiring diversity quota attainment qualified skill set,train
0,become nobody amazon,train
0,fullfillment associate bdl2 windsor ct,train
0,lot work without proper guideline thrive die,train
0,fulfillment associate tier,train
1,amazing company work,train
0,apple retail,train
1,amazing place start one corporate journey,train
0,good starting place,train
1,nicest work enviroment became le,train
0,project management,train
1,great experience,train
1,great,train
1,good cross training job,train
0,clinically depressed 3 year use trying move paycheck insurance,train
1,group interview first learn different people idea consideration,train
0,process assistant,train
1,lot pro big con,train
0,stupid projectstechnologies software engineer,train
1,good,train
1,dynamic positive new ceo charge,train
1,incredible company long youre high enough,train
0,structure base company,train
0,sorting specialist,train
1,account manager,train
0,picker,train
0,support technician role review,train
0,amazon fulltime pick associate,train
1,program manager software developer,train
0,good place used,train
1,always day 1,train
1,best place learn fun grow,train
0,employment experience working microsoft inc,train
0,frugality every way possible,train
1,found crossorganization collaboration enjoyable interaction team positive,train
1,awesome company work,train
1,best place work beginner,train
1,group manager,train
0,everything already heard probably true,train
0,manager program management,train
1,microsoft,train
1,msft review,train
0,worst company fooling employee exploiting underpaying employee,train
0,low paymaster,train
0,store front client,train
1,wharehouse associate,train
1,principal pm,train
0,good,train
1,partner development,train
0,great engineer bad executive management,train
0,like cult,train
0,manager,train
1,parttime genius,train
1,mach hire,train
1,senior software enginner,train
0,worst place start career,train
0,manager,train
1,amazon fulfillment deck,train
1,apple great company work enjoyed time,train
1,big potential,train
1,awesome product,train
1,structure wild west,train
0,extremely high turnover incompetence lack accountability silo,train
1,great paybenefits future,train
0,decent expirience,train
0,okay,train
0,sdm,train
0,driver,train
1,experience,train
0,senior software engineer,train
1,high stress unclear future value,train
0,really hard work rewarding,train
0,unfair assinine,train
1,internship,train
0,everyone,train
0,bad management bad work culture,train
0,hyped,train
1,chewed spit,train
0,terrible,train
0,software engineer apple,train
1,great place work,train
1,producer,train
1,good workplace,train
0,bad manager smb terrible management around,train
1,good experience,train
0,innovative interesting company required support 247,train
0,used good,train
1,microsoft balmer era,train
1,overall positive,train
0,high turnover,train
1,opportunity learning devolopment,train
0,bored,train
0,horrible,train
0,hell earth,train
1,m,train
1,nice place learn,train
0,aha,train
0,know getting,train
1,work culture,train
1,manager logistics,train
0,stressful,train
1,good good,train
1,specialist,train
0,senior software engineer,train
0,ehh,train
1,good pay bad manager,train
1,definitely worth,train
0,tough long day,train
0,avoid kindle,train
1,rewarding compensation sustainable,train
1,technical assistance,train
1,great company right people,train
0,bad culture,train
0,taxing,train
1,good jon,train
1,flexible frustrating,train
0,amazing business model value training people development work life balance goal setting,train
0,ruthless company cutthroat management could careless employee satisfaction,train
1,good place get started work,train
0,business intelligence engineer nonengineer,train
0,easy enough work actually get paid poor management communication,train
1,fast paced challenging environment,train
0,eh,train
1,curriculum development manager,train
1,project consultant,train
0,coe,train
0,real mixed bag,train
0,must love panic attack,train
0,awful place work,train
1,itunes customer service rep,train
0,sorter,train
1,great technology could customercentric,train
1,working amazoncom amazing,train
0,avoid,train
1,perfect company,train
1,amazon area manager,train
1,google google got love job google,train
0,strange brew,train
1,generally good place work find good manager lot smart people,train
1,good company culture wrong team unrewarding stressful,train
1,fastpaced fun customer obsessed environment,train
0,every man,train
0,picker,train
1,good company,train
1,good place work minus politics,train
0,know much handle,train
0,cultish,train
0,practice preach,train
0,please please come back bill g,train
0,great company,train
0,work,train
0,terrible culture,train
1,great work flexibility exciting change afoot,train
0,good company bad management,train
1,great place learn,train
0,good bad,train
0,dead end job,train
0,great company early career development hard glass ceiling woman,train
0,career minded,train
1,area manager,train
0,amazon pack,train
0,high stressanxiety environment,train
0,really looking,train
0,overall amazing stint minus fact place become political hr almost inconsequential,train
0,need improvement,train
0,apple,train
0,unfair workplace,train
1,awesome place work,train
0,intern,train
0,rich diversity experience,train
1,amazon,train
0,glory day long,train
0,great job mindless zombie someone desperate need,train
0,horrible working condition,train
1,unique place work teach good leadership value,train
1,customer relation,train
1,bad people say,train
1,dception,train
1,good baf,train
0,great job,train
0,kelly service apac dpt,train
0,mba program,train
1,challenging exciting,train
0,apple,train
1,good job,train
0,lost 40 pound 2 month,train
1,customer service rep home,train
0,vision random decision,train
1,good,train
1,great company,train
1,every group company different,train
0,better job,train
1,operation manager,train
1,complex challenge,train
1,company transformation,train
0,made steel work,train
0,microsoft experience,train
0,beware consumer electronics,train
1,great job,train
0,aws amazing mid level mgmt lacking,train
0,sr product manager,train
0,silly grad amazon kid,train
0,senior director,train
1,positive,train
0,google cloud sale,train
0,financial analyst,train
0,apple creative,train
0,bogged politics unnecessarily deep org structure inflating due broken career growth path,train
0,highly recommend working elsewhere,train
1,great company big school,train
1,premier field engineer microsoft,train
0,hope like meeting,train
0,software developer,train
1,overall positive experience,train
1,amazing enviroment stability,train
0,political environment,train
1,accounting,train
0,marketing,train
0,transportation operation management,train
0,software developer,train
1,everyone,train
1,amazing,train
0,worked hard fun make history,train
1,good company great employee policy,train
1,excellent place work,train
1,amazon mturk great way earn extra money,train
0,home advisor,train
1,software development engineer 2,train
0,much politics,train
0,new hr rating system make difficult manage,train
1,se review,train
1,great place work truly buy value,train
1,amazon fc associate,train
0,ambassador,train
0,sort center trouble,train
1,sr tpm,train
1,good place,train
0,fired,train
1,decent perfect,train
1,campus rep position,train
0,meh,train
0,slecht,train
1,great place work,train
1,best place work almost,train
1,nice place chilled people,train
1,great challenging professionel competent place work good benefit lot flexibility,train
0,used love working apple,train
1,microsoft review,train
1,culture change work progress,train
0,stower,train
0,dont,train
0,amazon,train
0,careful sign,train
1,initial review,train
0,working full time employee 3 year,train
0,manager retail store,train
0,leveling v qualification,train
1,business development account managersales,train
0,good place work,train
0,sad,train
1,salary,train
0,software engineer,train
0,fun place work,train
0,google review,train
0,business expert,train
1,amazing company,train
0,meh,train
0,organization great others much,train
0,working window,train
1,office assistant,train
0,great start career lot upward mobility,train
1,opportunity best,train
1,bittersweet,train
0,amazon warehouse,train
1,marketing,train
1,get put,train
1,bad place,train
1,electrical engineering microsoft,train
1,mba hire feel like lottery process get bad experience place bad team,train
0,good training boot ground fun work,train
0,itunes icloud localization qa tester,train
0,great experience cost great personal life,train
1,great retail job,train
0,good fresh college hire good midlevel hire,train
0,consumer service advisor,train
1,great place work contribute learn,train
0,work life balance really good,train
1,great mature tech company,train
0,snake pit,train
0,another side apple retail,train
1,partner sale,train
1,overall company great plenty opportunity actively take control development,train
0,warehouse associate,train
0,micromanagement dealbreaker,train
1,supportive leadership team,train
0,disastrous,train
1,general review,train
1,work hard fun,train
0,long time employee,train
1,good,train
1,software engineer,train
0,seasonal associate,train
1,google great place work,train
0,rld,train
1,fulfillment associate bwi5,train
1,big company feel like startup,train
0,want work fake people care place,train
1,best retail job market hand retail job could career,train
1,awesome company work,train
0,felt like high school,train
1,retail,train
0,poor treatment,train
0,worst call center work ever,train
1,customer service metric need realistic,train
1,specialist,train
0,amazon prague review,train
0,amazon killing retailer thousand,train
0,terrible,train
0,facebook experience,train
1,culture changing better,train
0,degrading company ever worked,train
0,working apple retail,train
1,excellent opportunity,train
1,remarkable,train
1,software engineer,train
0,lack support little relevant training badly structured programme,train
0,amazon warehouse operative,train
1,long hour,train
0,amazon giving hard time employee,train
1,great,train
0,associate,train
0,tech lead,train
0,technical program manager,train
1,sde amazon,train
1,great place work,train
1,technical support engineer,train
1,microsoft pro,train
0,finance,train
0,poor opportunity,train
0,senior engineering manager,train
0,stower,train
1,part time seasonal sortation associate,train
1,finance analyst ii,train
0,work play,train
0,terrible job,train
1,great work mountain view,train
0,work life balance,train
0,work east coast,train
0,good place work,train
1,genius,train
1,great opportunity,train
1,good place work,train
0,corporate culture life support,train
1,mixed review,train
0,brand specialist,train
1,engineer,train
0,care people place,train
0,nutjobs run asylum,train
1,team lead,train
1,amazing job world,train
0,sde ii,train
1,fast paced exhilarating environment,train
1,apple,train
0,csr amazon india hyderabad,train
1,excellent place work team get political,train
1,warehouse review tracy ca associate tier 1,train
0,used,train
1,director business program management,train
0,worst training ever,train
0,former genius,train
1,working amazon,train
0,zero respect aws employee pdx,train
0,cult apple,train
1,great company,train
1,drank kool aid,train
0,expected,train
0,unprofessional management,train
1,former worker,train
1,technical specialist,train
0,good benefit minimal pay job required plus,train
0,typical corporate bureaucracy micromanagement,train
0,big company poor retail execution,train
1,flexible company work,train
1,work atmosphere standard,train
0,work datacenter,train
1,awesome,train
1,great company work,train
1,financial analyst,train
1,even better google,train
0,pc,train
0,tier 1,train
1,bst company,train
1,genius bar service specialist,train
1,great place fit mold,train
1,dock reciever,train
1,great definitely everyone,train
1,work smartest people,train
0,place ridiculous zoo romper room,train
0,company good policy employee,train
1,title,train
1,google pro con,train
0,lacking leader direction,train
1,software development engineer,train
0,amazing shop amazing work,train
1,huge freedom smart people,train
0,treat people fairly,train
1,rush growth tech debt,train
1,athome advisor everyone good,train
1,perk,train
0,amazon tam work hard get paid peanut,train
1,people manager stuck bottom,train
1,amazing experience,train
1,excellent training benefit compensation,train
0,great professional experience lot personal sacrifice,train
0,great place learn,train
0,manager,train
1,program manager,train
0,highschool drama worth perk,train
0,fulfillment associate,train
1,great company technical support,train
0,manager way long position,train
0,customer service manager,train
0,could great place without scorecard,train
0,prime associate,train
1,software development engineer,train
1,security officer,train
1,great company,train
0,customer servie representative,train
1,employee experience,train
1,average entry level job,train
1,content manager,train
1,talented people good opportunity,train
1,fun,train
0,microsoft india gtsc,train
0,new leadership worse previous,train
0,work,train
0,recommend know division join,train
0,operation manager,train
1,ok company,train
0,great seasonal cannot imagine full employee,train
1,exactly good,train
1,overall good,train
1,fantastic place work,train
0,best time worst time,train
1,great experience,train
1,benefit company great experience highly dependent team manager work,train
0,procurement category manager,train
1,nice,train
0,picker,train
1,sdeii,train
1,recruiter,train
1,great place work,train
0,employee,train
1,senior analyst,train
0,paid bill looking real job,train
1,highly intensive work experience,train
1,amazon distribution employee afe pack,train
0,normal nice person run direction,train
0,autonomous rough robot,train
1,great company growing pain,train
0,nice shiny outside empty inside,train
0,customer centric company,train
1,amazon shipping,train
1,great place work oblivious mistake upper management,train
1,red zone specialist,train
0,worst pay horrible shift,train
1,good,train
1,pro con like big company,train
0,gi technician,train
1,high level excellence,train
0,need take care better employee,train
0,sweatshop u ground,train
0,worklife balance demotivating performance review system,train
0,nice experience,train
0,company profit much yet wealth trickle,train
1,warehouse associate,train
1,ok,train
0,genius,train
0,good parttime job,train
1,google awesome hear awesome start working would still surprised,train
0,worth,train
0,fulfillment associate,train
0,hard move,train
0,say,train
1,good company stable employee,train
0,warehouse associatestower,train
0,worst company ever worked,train
0,ready break safety rule,train
0,executive assistant 4 director,train
1,uk side step,train
1,principle service engineering manager,train
1,good work culture ruined inefficient manager,train
1,retail associate,train
0,stuttering,train
0,bad glassdoor allow give 0stars,train
0,seasonal customer service associate,train
1,sr hrbp,train
1,test engineer,train
0,bad stay several year,train
1,great company,train
0,review model farce ceo got fired rating last 5 year,train
0,line worker,train
0,much little,train
0,toxic environment,train
1,positive experience,train
1,software company,train
1,vcc reserve flex schedule,train
0,work verge bankruptcy,train
1,engineering project manager,train
0,microsoft consulting service worst job career,train
0,amazon deceptive,train
1,program manager,train
1,work environment everything creating maximum impact employee,train
1,apple retail specialist,train
1,microsoft student parner,train
1,great fit everyone,train
1,great company,train
1,jr project manager,train
1,aws,train
0,fulfillment center associate,train
0,mediocre,train
1,nice place work,train
0,time change management style,train
1,microsoft great place work,train
1,solid blue chip interesting time ahead,train
0,team lead fraud risk management,train
1,engineer,train
1,management,train
0,balance amongst chaos,train
1,amazon fast furious,train
1,grow,train
1,division different,train
0,aws infrastructure finance,train
1,office org provides great worklife balance technical political challenge,train
0,stress stress stress,train
1,creative,train
0,technical specialist,train
1,rewarding environment,train
1,great playground limited diversity,train
1,amazon nutshell,train
1,great learning opportunites great people,train
1,amazon short,train
0,life amazon employee,train
0,disappointing place bias still exists true support disability,train
1,technical consultant position decent,train
0,former employee,train
0,great place first position,train
1,chaotic unorganized,train
1,work life,train
1,great flexibility,train
0,picker,train
1,sale manager,train
0,apply cupertino,train
1,opportunity await creative worker,train
1,lead,train
1,senior software engineer,train
1,tough environment worth,train
1,fantastic room growth,train
0,conglomerate,train
0,terrible work environment worker moral consistently low,train
0,amazon overrated company,train
1,warhouse sorter,train
1,one best place ever worked,train
1,great company,train
0,fulfilment associate,train
1,good highly dependent team,train
1,family room specialist,train
1,outstanding,train
1,working strong impact project,train
0,disappointing warehouse job,train
1,excellent company work,train
0,flex driver,train
1,chance touch future rewarding environment review system like,train
1,integrity staffing,train
0,mturk,train
1,sourcer amazon costa rica,train
1,amazing company,train
0,political,train
0,marketing manager,train
0,smart engineer distracted management,train
0,craptastic job poor management pay,train
0,modern say slavery,train
1,overall good job,train
1,applecare advisor review,train
0,data center security manager,train
1,amazon regular delivery,train
0,meh growing blander day,train
1,good,train
0,warehouse worker,train
1,great company,train
0,inbound stower,train
0,fulfillment associate,train
1,good company work overall,train
1,senior software engineer,train
0,micromanaged robot,train
1,good company watch bad manager,train
1,hey man great,train
1,great employer,train
0,great learning opportunity disparate worklife balance recognition,train
0,engagement manager,train
0,stower,train
1,ps azure,train
0,data associate,train
0,sow,train
0,evil company run like criminal gang,train
0,okay company,train
1,good,train
0,double standard inappropriate behaviour,train
0,great place learn fast,train
0,senior software engineer,train
0,worst time life,train
0,working amazon,train
0,warehouse associate,train
1,long,train
1,aha,train
1,area manager,train
1,fulfillment,train
1,amazing platform earn money,train
0,cutting edge technology cutting edge politics,train
1,data entry,train
0,cannot,train
0,awful,train
1,google review senior consutant pa,train
1,world class company product,train
1,store sale,train
0,bad work environment,train
1,great help lot people get work,train
1,seasonal pt associate,train
1,specialist,train
1,awesome,train
1,work life balance,train
1,part time sortation associate,train
1,senior software engineer,train
0,sde iii,train
1,review,train
1,good company one good soft skill,train
0,sale dep,train
0,job google software engineer growthtotally useless job,train
1,breakneck pace,train
1,google summer code,train
0,let greed lure,train
1,well taken care,train
0,amazon big company give good hike salary,train
1,good place work,train
0,think twice accepting offer lateral hire,train
1,everything cool,train
1,apple store assistant,train
1,engieering program manager,train
0,promised,train
